Year,Date_of_Incident,Route,Operator,Group_Name,Bus_Garage,Borough,Injury_Result_Description,Incident_Event_Type,Victim_Category,Victims_Sex,Victims_Age,Month
2017,2017-03-01,82,Metroline,Metroline,Potters Bar,Camden,Reported Minor Injury - Treated at Hospital,Personal Injury,Pedestrian,Male,Elderly,03
2017,2017-03-01,83,Metroline West,Metroline,Alperton,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,83,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Collision Incident,Pedestrian,Male,Child,03
2017,2017-03-01,83,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,83,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,85,London United,London United,Tolworth,Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,86,East London,Stagecoach,Romford (East London Buses),Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,86,East London,Stagecoach,Romford (East London Buses),Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Youth,03
2017,2017-03-01,86,East London,Stagecoach,Romford (East London Buses),Redbridge,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,87,London General,Go-Ahead,Stockwell,Westminster,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult,03
2017,2017-03-01,88,London General,Go-Ahead,Stockwell,Camden,Injuries treated on scene,Collision Incident,Cyclist,Female,Adult,03
2017,2017-03-01,88,London General,Go-Ahead,Stockwell,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,88,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,88,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,88,London General,Go-Ahead,Stockwell,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,89,London General,Go-Ahead,Bexleyheath,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,89,London General,Go-Ahead,Bexleyheath,Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,89,London General,Go-Ahead,Bexleyheath,Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,89,London General,Go-Ahead,Bexleyheath,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,91,Metroline,Metroline,Holloway,Camden,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Adult,03
2017,2017-03-01,92,Metroline West,Metroline,Greenford (Metroline),Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,94,London United,London United,Shepherds Bush,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,None London Borough,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,96,Selkent,Stagecoach,Plumstead,None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,97,East London,Stagecoach,West Ham,Waltham Forest,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Elderly,03
2017,2017-03-01,97,East London,Stagecoach,West Ham,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,97,East London,Stagecoach,West Ham,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Pedestrian,Unknown,Unknown,03
2017,2017-03-01,98,Metroline,Metroline,Willesden,Brent,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Adult,03
2017,2017-03-01,99,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,106,Arriva London North,Arriva London,Ash Grove (Arriva),Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,108,London Central,Go-Ahead,New Cross,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child,03
2017,2017-03-01,108,London Central,Go-Ahead,New Cross,Tower Hamlets,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,03
2017,2017-03-01,111,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,111,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,111,London United,London United,Hounslow,Richmond Upon Thames,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,115,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,115,East London,Stagecoach,West Ham,Tower Hamlets,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,116,London United,London United,Hounslow Heath,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,121,Arriva London North,Arriva London,Enfield,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,122,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child,03
2017,2017-03-01,122,Selkent,Stagecoach,Plumstead,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,123,Arriva London North,Arriva London,Tottenham,Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,123,Arriva London North,Arriva London,Tottenham,Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child,03
2017,2017-03-01,128,Arriva London North,Arriva London,Barking (Arriva),Havering,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,130,Metrobus,Go-Ahead,Croydon (Metrobus),Croydon,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,130,Metrobus,Go-Ahead,Croydon (Metrobus),Croydon,Injuries treated on scene,Personal Injury,Passenger,Male,Child,03
2017,2017-03-01,131,London United,London United,Tolworth,Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,131,London United,London United,Tolworth,Merton,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,132,London General,Go-Ahead,Bexleyheath,Greenwich,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult,03
2017,2017-03-01,132,London General,Go-Ahead,Bexleyheath,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,03
2017,2017-03-01,133,Arriva London South,Arriva London,Brixton,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly,03
2017,2017-03-01,133,Arriva London South,Arriva London,Brixton,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,134,Metroline,Metroline,Holloway,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,134,Metroline,Metroline,Holloway,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,134,Metroline,Metroline,Holloway,Islington,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,135,Docklands Buses,Go-Ahead,Silvertown,Tower Hamlets,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult,03
2017,2017-03-01,136,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,137,Arriva London South,Arriva London,Norwood,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Child,03
2017,2017-03-01,137,Arriva London South,Arriva London,Norwood,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,137,Arriva London South,Arriva London,Norwood,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,139,Metroline,Metroline,Cricklewood,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Adult,03
2017,2017-03-01,140,Metroline,Metroline,Harrow Weald,Harrow,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,140,Metroline,Metroline,Harrow Weald,Harrow,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly,03
2017,2017-03-01,140,Metroline,Metroline,Harrow Weald,Hillingdon,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult,03
2017,2017-03-01,141,Arriva London North,Arriva London,Palmers Green,Islington,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,141,Arriva London North,Arriva London,Palmers Green,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Elderly,03
2017,2017-03-01,142,Arriva London North,Arriva London,Watford,Barnet,Injuries treated on scene,Personal Injury,Passenger,Male,Child,03
2017,2017-03-01,142,Arriva London North,Arriva London,Watford,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,142,Arriva London North,Arriva London,Watford,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,142,Arriva London North,Arriva London,Watford,Harrow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,144,Arriva London North,Arriva London,Wood Green,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,144,Arriva London North,Arriva London,Wood Green,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Child,03
2017,2017-03-01,144,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,144,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Male,Child,03
2017,2017-03-01,144,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,145,East London,Stagecoach,Barking (East London Buses),Barking & Dagenham,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown,03
2017,2017-03-01,145,East London,Stagecoach,Barking (East London Buses),Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,145,East London,Stagecoach,Barking (East London Buses),Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,145,East London,Stagecoach,Barking (East London Buses),Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,149,Arriva London North,Arriva London,Tottenham,Hackney,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,149,Arriva London North,Arriva London,Tottenham,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Unknown,Unknown,03
2017,2017-03-01,149,Arriva London North,Arriva London,Tottenham,Haringey,Injuries treated on scene,Collision Incident,Pedestrian,Female,Child,03
2017,2017-03-01,149,Arriva London North,Arriva London,Tottenham,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,151,London General,Go-Ahead,Sutton,Sutton,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,153,C T Plus,CT Plus,Hackney Ash Grove,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,155,London General,Go-Ahead,Merton,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,158,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown,03
2017,2017-03-01,159,Abellio London,Abellio,Battersea (Abellio London),Lambeth,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,159,Abellio London,Abellio,Battersea (Abellio London),Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,159,Abellio London,Abellio,Battersea (Abellio London),Westminster,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Elderly,03
2017,2017-03-01,160,Arriva London North,Arriva London,Dartford,Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,161,Metrobus,Go-Ahead,Orpington (Metrobus),Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult,03
2017,2017-03-01,161,Metrobus,Go-Ahead,Orpington (Metrobus),Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,161,Metrobus,Go-Ahead,Orpington (Metrobus),Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,163,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult,03
2017,2017-03-01,163,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,166,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,166,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,168,Metroline,Metroline,Cricklewood,Camden,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,169,East London,Stagecoach,Barking (East London Buses),Barking & Dagenham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,169,East London,Stagecoach,Barking (East London Buses),Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,170,London General,Go-Ahead,Stockwell,Wandsworth,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly,03
2017,2017-03-01,171,London Central,Go-Ahead,New Cross,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,171,London Central,Go-Ahead,New Cross,Westminster,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Male,Elderly,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Male,Elderly,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult,03
2017,2017-03-01,172,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,175,East London,Stagecoach,Romford (East London Buses),Barking & Dagenham,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown,03
2017,2017-03-01,175,East London,Stagecoach,Romford (East London Buses),Barking & Dagenham,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown,03
2017,2017-03-01,175,East London,Stagecoach,Romford (East London Buses),Barking & Dagenham,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown,03
2017,2017-03-01,177,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,177,Selkent,Stagecoach,Plumstead,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,177,Selkent,Stagecoach,Plumstead,Lewisham,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,177,Selkent,Stagecoach,Plumstead,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Child,03
2017,2017-03-01,179,East London,Stagecoach,Leyton,Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,179,East London,Stagecoach,Leyton,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,180,London General,Go-Ahead,Belvedere,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,180,London General,Go-Ahead,Belvedere,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly,03
2017,2017-03-01,180,London General,Go-Ahead,Belvedere,Lewisham,Injuries treated on scene,Personal Injury,Pedestrian,Female,Adult,03
2017,2017-03-01,181,Metrobus,Go-Ahead,Orpington (Metrobus),Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Adult,03
2017,2017-03-01,181,Metrobus,Go-Ahead,Orpington (Metrobus),Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,03
2017,2017-03-01,182,Metroline,Metroline,Harrow Weald,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Female,Unknown,03
2017,2017-03-01,183,London Sovereign,London United,Harrow,Barnet,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,184,Arriva London North,Arriva London,Wood Green,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,184,Arriva London North,Arriva London,Wood Green,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Child,03
2017,2017-03-01,185,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,187,Metroline West,Metroline,Willesden Junction,Westminster,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Child,03
2017,2017-03-01,188,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Personal Injury,Passenger,Male,Adult,03
2017,2017-03-01,189,Metroline,Metroline,Cricklewood,Barnet,Reported Minor Injury - Treated at Hospital,Assault,Bus Driver,Male,Adult,03
2017,2017-03-01,195,Metroline West,Metroline,Greenford (Metroline),Ealing,Injuries treated on scene,Personal Injury,Pedestrian,Female,Elderly,03
2017,2017-03-01,195,Metroline West,Metroline,Greenford (Metroline),Ealing,Injuries treated on scene,Personal Injury,Pedestrian,Female,Elderly,03
2017,2017-03-01,195,Metroline West,Metroline,Greenford (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Youth,03
2017,2017-03-01,196,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult,03
2017,2017-03-01,196,London General,Go-Ahead,Stockwell,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Adult,03
2017,2017-03-01,196,London General,Go-Ahead,Stockwell,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Male,Adult,03
2017,2017-03-01,197,Arriva London South,Arriva London,Croydon (Arriva),Bromley,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,03
2017,2017-03-01,197,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,197,Arriva London South,Arriva London,Croydon (Arriva),Southwark,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult,03
2017,2017-03-01,199,Selkent,Stagecoach,Catford,Lewisham,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Unknown,03
2017,2017-03-01,199,Selkent,Stagecoach,Catford,Southwark,Injuries treated on scene,Assault,Bus Driver,Female,Adult,03
2017,2017-03-01,200,London General,Go-Ahead,Merton,Merton,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult,03
2017,2017-03-01,205,East London,Stagecoach,Bow,Westminster,Injuries treated on scene,Assault,Bus Driver,Male,Adult,03
2017,2017-03-01,206,Metroline West,Metroline,Willesden Junction,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult,03
2017,2017-03-01,207,Metroline West,Metroline,Hayes (Metroline),Ealing,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Child,03
2017,2017-03-01,207,Metroline West,Metroline,Hayes (Metroline),Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,220,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,220,London United,London United,Park Royal,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,221,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,221,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,221,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Adult,03
2017,2017-03-01,221,Arriva London North,Arriva London,Wood Green,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult,03
2017,2017-03-01,222,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown,03
2017,2017-03-01,223,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Collision Incident,Pedestrian,Male,Youth,03
2017,2017-03-01,224,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Youth,03
2017,2017-03-01,226,Metroline West,Metroline,Willesden Junction,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Child,03
2017,2017-03-01,227,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,227,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown,03
2017,2017-03-01,227,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,228,Metroline West,Metroline,Willesden Junction,Ealing,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Adult,03
2017,2017-03-01,228,Metroline West,Metroline,Willesden Junction,Kensington & Chelsea,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Passenger,Female,Adult,03
2017,2017-03-01,229,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Collision Incident,Pedestrian,Female,Child,03
2017,2017-03-01,229,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,232,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly,03
2017,2017-03-01,232,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,235,Metroline,Metroline,Brentford,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,235,Metroline,Metroline,Brentford,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,235,Metroline,Metroline,Brentford,None London Borough,Injuries treated on scene,Personal Injury,Passenger,Male,Youth,03
2017,2017-03-01,236,Tower Transit,Tower Transit,Lea Interchange,Islington,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown,03
2017,2017-03-01,237,Metroline,Metroline,Brentford,Hammersmith & Fulham,Injuries treated on scene,Assault,Passenger,Male,Adult,03
2017,2017-03-01,237,Metroline,Metroline,Brentford,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Female,Youth,03
2017,2017-03-01,238,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown,03
2017,2017-03-01,240,Metroline,Metroline,Edgware (Metroline),Barnet,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Elderly,03
2017,2017-03-01,240,Metroline,Metroline,Edgware (Metroline),Barnet,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Child,03
2017,2017-03-01,240,Metroline,Metroline,Edgware (Metroline),Barnet,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Elderly,03
2017,2017-03-01,241,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Pedestrian,Male,Unknown,03
2017,2017-03-01,242,Arriva London North,Arriva London,Clapton,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown,03
2017,2017-03-01,243,Arriva London North,Arriva London,Tottenham,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult,03
2017,2017-03-01,244,London General,Go-Ahead,Belvedere,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Child,03
2017,2017-03-01,245,Metroline,Metroline,Perivale,Brent,Reported Minor Injury - Treated at Hospital,Assault,Bus Driver,Female,Adult,03
2017,2017-03-01,247,East London,Stagecoach,Romford (East London Buses),Redbridge,Injuries treated on scene,Assault,Bus Driver,Male,Adult,03
2017,2017-03-01,247,East London,Stagecoach,Romford (East London Buses),Redbridge,Injuries treated on scene,Slip Trip Fall,Member Of Public,Male,Elderly,03
2017,2017-03-01,248,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Assault,Bus Driver,Male,Adult,03
2017,2017-03-01,248,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,03
2017,2017-03-01,250,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Adult,03
2017,2017-03-01,250,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult,03
